PurchaseID,CustomerID,ProductID,PurchaseAmount,PurchaseDate
PH3762,C2252,P1504,144.32,2023-12-29
PH3763,C4409,P1391,368.56,2023-01-19
PH3764,C2361,P4655,619.1,2023-12-24
PH3765,C2489,P1272,447.19,2023-07-18
PH3766,C2655,P1070,996.19,2023-12-31
PH3767,C4605,P3355,41.16,2023-08-11
PH3768,C1766,P2652,144.88,2023-08-25
PH3769,C2397,P3282,391.55,2023-11-28
PH3770,C2436,P2738,945.38,2023-09-25
PH3771,C2995,P1449,132.26,2023-08-14
PH3772,C4538,P858,824.12,2023-09-18
PH3773,C2048,P224,97.49,2023-07-25
PH3774,C2551,P4778,640.5,2023-05-16
PH3775,C924,P2803,340.13,2023-10-04
PH3776,C1951,P3346,958.91,2023-02-08
PH3777,C541,P1835,506.31,2023-04-12
PH3778,C2362,P4257,182.9,2023-07-16
PH3779,C4569,P2728,662.8,2023-10-12
PH3780,C1533,P3014,727.64,2023-06-09
PH3781,C4242,P4349,619.35,2023-08-11
PH3782,C4581,P2233,712.7,2023-06-05
PH3783,C4880,P4633,803.61,2023-09-03
PH3784,C1961,P3903,95.02,2023-11-26
PH3785,C1314,P4839,264.86,2023-09-23
PH3786,C3562,P4347,702.5,2023-02-12
PH3787,C289,P4091,655.97,2023-12-04
PH3788,C4758,P4626,637.22,2023-11-24
PH3789,C3245,P2030,817.87,2023-10-28
PH3790,C2588,P3118,967.3,2023-01-25
PH3791,C1861,P2141,740.01,2023-05-29
PH3792,C1074,P2675,843.52,2023-12-15
PH3793,C4159,P1809,418.73,2023-08-31
PH3794,C4081,P2624,248.95,2023-01-10
PH3795,C2278,P2882,685.77,2023-11-25
PH3796,C2488,P2034,334.38,2023-01-12
PH3797,C3889,P3182,922.63,2023-11-28
PH3798,C950,P547,910.62,2023-01-17
PH3799,C4296,P2108,888.24,2023-11-22
PH3800,C242,P1627,571.82,2023-03-28
PH3801,C3118,P4267,660.64,2023-04-23
PH3802,C677,P3365,516.92,2023-10-12
PH3803,C3769,P4150,525.75,2023-08-08
PH3804,C4217,P515,857.75,2023-06-03
PH3805,C1198,P2451,607.48,2023-04-05
PH3806,C162,P2150,211.49,2023-12-10
PH3807,C4081,P630,529.57,2023-12-18
PH3808,C4567,P1216,621.64,2023-08-21
PH3809,C2888,P1246,921.37,2023-03-27
PH3810,C1798,P3150,383.13,2023-08-24
PH3811,C4767,P1607,673.78,2023-06-18
PH3812,C803,P3572,549.65,2023-09-08
PH3813,C146,P469,894.05,2023-04-13
PH3814,C1028,P1856,778.34,2023-01-13
PH3815,C774,P124,326.69,2023-10-24
PH3816,C3897,P426,330.15,2023-08-03
PH3817,C2418,P3583,124.87,2023-11-15
PH3818,C2741,P2436,77.73,2023-01-12
PH3819,C2878,P2375,94.43,2023-10-06
PH3820,C3413,P683,133.82,2023-10-17
PH3821,C3739,P2121,788.63,2023-11-21
PH3822,C607,P1797,172.63,2023-02-27
PH3823,C1359,P1131,738.86,2023-05-03
PH3824,C2132,P952,530.18,2023-10-17
PH3825,C267,P1139,435.36,2023-09-13
PH3826,C2198,P2630,384.15,2023-03-02
PH3827,C3832,P1262,384.21,2023-02-08
PH3828,C4392,P3333,126.82,2023-11-17
PH3829,C4518,P2239,283.57,2023-02-08
PH3830,C181,P3298,235.01,2023-04-01
PH3831,C273,P4671,833.19,2023-04-24
PH3832,C4127,P707,71.97,2023-07-15
PH3833,C4283,P1745,726.11,2023-08-08
PH3834,C3485,P662,932.79,2023-08-15
PH3835,C1306,P1518,965.52,2023-09-11
PH3836,C852,P3808,742.06,2023-12-08
PH3837,C1295,P1382,937.83,2023-07-16
PH3838,C1120,P4640,140.22,2023-10-07
PH3839,C1777,P2201,852.97,2023-05-08
PH3840,C3297,P2601,819.77,2023-12-29
PH3841,C4444,P4343,116.63,2023-10-24
PH3842,C3992,P4874,436.63,2023-07-03
PH3843,C2240,P3597,606.91,2023-03-19
PH3844,C3548,P919,916.65,2023-06-17
PH3845,C4603,P367,871.07,2023-06-08
PH3846,C3525,P2043,578.18,2023-04-24
PH3847,C388,P4779,562.68,2023-06-17
PH3848,C4983,P3360,818.14,2023-07-24
PH3849,C1013,P4532,747.59,2023-02-14
PH3850,C3606,P3380,486.08,2023-09-07
PH3851,C996,P1828,626.76,2023-04-09
PH3852,C4465,P327,357.33,2023-11-24
PH3853,C4695,P181,68.8,2023-12-24
PH3854,C1619,P540,406.15,2023-08-26
PH3855,C4262,P2277,771.56,2023-06-18
PH3856,C3337,P4976,422.48,2023-04-06
PH3857,C4397,P4742,708.15,2023-05-26
PH3858,C4247,P164,790.1,2023-06-03
PH3859,C2839,P1083,164.73,2023-12-22
PH3860,C1765,P3145,56.58,2023-10-29
PH3861,C2515,P2657,889.43,2023-10-14
PH3862,C826,P2973,870.34,2023-12-10
PH3863,C2560,P3776,636.24,2023-04-03
PH3864,C1834,P1307,826.58,2023-04-05
PH3865,C3670,P2897,496.27,2023-03-18
PH3866,C4403,P2133,187.14,2023-04-30
PH3867,C168,P2718,830.21,2023-02-16
PH3868,C3617,P3964,165.79,2023-05-08
PH3869,C2294,P4189,233.0,2023-10-14
PH3870,C3420,P1647,759.95,2023-04-04
PH3871,C998,P3496,950.47,2023-04-23
PH3872,C4714,P4134,685.14,2023-06-29
PH3873,C4046,P1461,513.05,2023-09-27
PH3874,C4823,P3436,181.22,2023-10-11
PH3875,C4349,P1004,873.57,2023-06-15
PH3876,C3512,P4600,90.38,2023-08-12
PH3877,C986,P255,977.22,2023-07-25
PH3878,C1968,P2738,211.9,2023-03-10
PH3879,C4584,P3007,904.12,2023-12-09
PH3880,C3814,P575,874.23,2023-05-17
PH3881,C4245,P3623,695.93,2023-12-14
PH3882,C1240,P4872,214.15,2023-01-31
PH3883,C279,P2773,880.67,2023-11-14
PH3884,C520,P4282,249.92,2023-09-20
PH3885,C352,P3923,314.22,2023-06-23
PH3886,C2107,P743,498.38,2023-08-31
PH3887,C4666,P292,885.05,2023-02-27
PH3888,C3418,P1661,212.25,2023-09-17
PH3889,C1663,P1688,90.28,2023-07-11
PH3890,C3850,P1738,125.18,2023-01-16
PH3891,C1736,P2302,679.65,2023-01-04
PH3892,C4111,P2349,912.73,2023-11-29
PH3893,C3158,P3059,216.8,2023-09-09
PH3894,C1493,P2964,219.4,2023-02-16
PH3895,C3017,P3110,753.8,2023-08-19
PH3896,C1898,P4656,370.82,2023-03-21
PH3897,C1474,P3727,629.42,2023-11-30
PH3898,C3596,P3023,40.31,2023-01-06
PH3899,C337,P2226,642.15,2023-06-27
PH3900,C120,P1855,726.95,2023-03-22
PH3901,C1239,P3120,932.42,2023-12-04
PH3902,C2845,P3986,575.81,2023-12-21
PH3903,C3417,P1215,647.25,2023-08-03
PH3904,C2027,P154,660.87,2023-02-22
PH3905,C2254,P2115,588.54,2023-10-19
PH3906,C222,P3520,933.37,2023-04-01
PH3907,C3383,P4150,504.79,2023-08-25
PH3908,C3985,P2160,307.86,2023-07-06
PH3909,C1866,P2903,395.76,2023-07-17
PH3910,C863,P1148,56.04,2023-12-27
PH3911,C4513,P1159,706.53,2023-04-23
PH3912,C3915,P4349,326.83,2023-07-24
PH3913,C3429,P2515,545.06,2023-04-30
PH3914,C3329,P2791,575.96,2023-11-04
PH3915,C673,P2202,792.49,2023-11-20
PH3916,C3524,P4824,199.43,2023-01-11
PH3917,C2867,P3715,86.95,2023-02-20
PH3918,C137,P3492,412.55,2023-03-22
PH3919,C554,P2364,144.44,2023-09-05
PH3920,C4663,P3830,679.57,2023-04-29
PH3921,C3565,P2609,653.79,2023-04-05
PH3922,C1327,P1956,760.12,2023-04-07
PH3923,C1812,P2292,365.04,2023-11-25
PH3924,C4152,P2099,402.26,2023-07-22
PH3925,C3989,P4575,204.69,2023-07-08
PH3926,C2227,P511,740.48,2023-11-04
PH3927,C4514,P1875,423.13,2023-03-26
PH3928,C4159,P170,48.0,2023-04-24
PH3929,C1423,P1295,26.04,2023-07-10
PH3930,C1691,P58,682.07,2023-05-28
PH3931,C1734,P206,126.45,2023-04-21
PH3932,C2761,P4578,530.78,2023-08-17
PH3933,C4636,P1990,444.25,2023-08-19
PH3934,C4028,P4375,89.72,2023-03-09
PH3935,C1341,P3944,465.95,2023-08-19
PH3936,C933,P1608,487.32,2023-10-27
PH3937,C4861,P4294,791.38,2023-10-02
PH3938,C4889,P3365,135.7,2023-10-09
PH3939,C691,P1505,983.12,2023-12-05
PH3940,C2015,P4192,137.03,2023-12-03
PH3941,C3662,P4760,992.56,2023-12-21
PH3942,C3477,P3989,520.26,2023-07-03
PH3943,C669,P1541,516.19,2023-09-23
PH3944,C1453,P1271,909.01,2023-10-02
PH3945,C1694,P2098,878.09,2023-03-21
PH3946,C2666,P1320,590.13,2023-05-02
PH3947,C3904,P680,512.22,2023-08-10
PH3948,C4934,P2070,475.63,2023-01-31
PH3949,C4258,P3476,151.29,2023-09-17
PH3950,C3224,P4144,394.42,2023-06-13
PH3951,C4735,P3850,209.46,2023-05-09
PH3952,C4198,P2081,665.81,2023-07-10
PH3953,C4620,P1093,103.94,2023-02-05
PH3954,C2505,P2065,601.71,2023-04-20
PH3955,C4230,P4056,804.4,2023-02-03
PH3956,C3079,P1783,238.36,2023-02-26
PH3957,C2983,P3448,589.94,2023-12-19
PH3958,C1427,P2690,402.02,2023-06-25
PH3959,C1294,P2251,42.72,2023-06-23
PH3960,C3492,P878,563.16,2023-03-15
PH3961,C791,P4907,87.56,2023-01-24
PH3962,C3619,P4125,700.01,2023-06-17
PH3963,C3241,P2081,218.59,2023-07-16
PH3964,C3886,P2909,971.97,2023-03-23
PH3965,C2847,P1164,771.61,2023-04-13
PH3966,C4570,P2547,128.2,2023-04-29
PH3967,C3142,P3709,554.59,2023-02-23
PH3968,C1906,P4245,770.5,2023-12-14
PH3969,C1683,P58,686.58,2023-12-19
PH3970,C594,P1156,578.38,2023-04-04
PH3971,C4244,P3197,877.65,2023-09-21
PH3972,C4311,P882,937.76,2023-02-19
PH3973,C3067,P3656,263.82,2023-11-08
PH3974,C4091,P1204,747.96,2023-04-16
PH3975,C2286,P850,258.77,2023-02-05
PH3976,C4831,P2764,363.73,2023-09-17
PH3977,C4794,P2798,439.78,2023-08-04
PH3978,C1216,P618,695.07,2023-01-23
PH3979,C1458,P1414,946.56,2023-09-28
PH3980,C4249,P2610,159.58,2023-10-15
PH3981,C2856,P3134,932.47,2023-04-15
PH3982,C567,P4862,863.32,2023-01-18
PH3983,C2266,P729,321.46,2023-11-09
PH3984,C3592,P1797,537.49,2023-11-02
PH3985,C1862,P547,473.53,2023-07-11
PH3986,C2960,P3988,763.81,2023-07-22
PH3987,C1065,P101,384.11,2023-11-23
PH3988,C1509,P3882,28.65,2023-03-30
PH3989,C4904,P3753,470.27,2023-04-17
PH3990,C2543,P4516,713.04,2023-08-20
PH3991,C2231,P549,593.21,2023-11-03
PH3992,C4992,P1522,308.41,2023-01-08
PH3993,C1130,P2975,972.14,2023-10-21
PH3994,C198,P4786,535.97,2023-08-27
PH3995,C2983,P4769,560.49,2023-12-24
PH3996,C1266,P3108,652.61,2023-07-24
PH3997,C4068,P1860,984.84,2023-05-09
PH3998,C1819,P3775,101.21,2023-04-15
PH3999,C1562,P3585,228.26,2023-07-29
PH4000,C1862,P725,934.14,2023-04-05
PH4001,C4441,P4809,482.91,2023-03-07
PH4002,C1835,P1,984.06,2023-11-07
PH4003,C3698,P464,509.47,2023-04-27
PH4004,C1525,P1563,293.04,2023-10-15
PH4005,C4367,P3607,935.14,2023-10-19
PH4006,C244,P16,237.75,2023-10-24
PH4007,C1936,P1266,553.06,2023-09-01
PH4008,C3067,P3322,469.27,2023-07-03
PH4009,C4252,P943,455.33,2023-11-30
PH4010,C1752,P4128,237.34,2023-04-15
PH4011,C667,P4715,409.37,2023-05-27
PH4012,C3251,P3175,165.43,2023-12-07
PH4013,C1373,P3890,806.75,2023-12-17
PH4014,C3698,P302,820.82,2023-04-08
PH4015,C329,P3697,446.51,2023-11-19
PH4016,C3024,P723,718.3,2023-07-26
PH4017,C3562,P411,659.48,2023-10-04
PH4018,C2745,P3223,857.08,2023-03-08
PH4019,C3614,P2920,87.66,2023-07-13
PH4020,C1826,P2488,816.47,2023-04-27
PH4021,C3375,P3626,355.05,2023-10-09
PH4022,C4773,P2028,357.02,2023-11-18
PH4023,C3608,P2425,20.39,2023-08-09
PH4024,C943,P4084,536.89,2023-11-27
PH4025,C4013,P4915,697.32,2023-11-08
PH4026,C430,P317,379.36,2023-12-04
PH4027,C4851,P237,155.68,2023-06-15
PH4028,C1677,P2802,384.36,2023-05-27
PH4029,C1508,P4979,19.4,2023-07-30
PH4030,C2548,P1776,614.51,2023-06-09
PH4031,C2878,P1863,810.06,2023-03-24
PH4032,C1898,P3192,828.35,2023-02-05
PH4033,C470,P2800,578.2,2023-12-19
PH4034,C2463,P1950,714.93,2023-10-08
PH4035,C4602,P461,206.34,2023-06-30
PH4036,C4267,P3140,732.45,2023-12-09
PH4037,C3059,P2540,40.27,2023-10-02
PH4038,C3214,P3838,177.19,2023-03-06
PH4039,C603,P3888,723.78,2023-03-15
PH4040,C2297,P4850,482.72,2023-04-05
PH4041,C704,P2909,906.32,2023-01-20
PH4042,C1201,P1544,896.83,2023-12-11
PH4043,C3014,P1472,321.19,2023-07-13
PH4044,C1893,P1342,659.24,2023-06-17
PH4045,C69,P2384,891.15,2023-06-15
PH4046,C3712,P4794,795.84,2023-07-15
PH4047,C2346,P3308,379.34,2023-05-07
PH4048,C301,P4214,635.54,2023-01-18
PH4049,C4658,P1069,410.23,2023-09-24
PH4050,C211,P1924,159.63,2023-07-24
PH4051,C2757,P1880,969.69,2023-01-07
PH4052,C3228,P877,532.25,2023-03-31
PH4053,C3435,P2693,107.61,2023-10-19
PH4054,C135,P1017,924.57,2023-07-11
PH4055,C762,P2634,850.42,2023-11-25
PH4056,C1899,P1519,157.37,2023-10-15
PH4057,C3117,P2091,933.9,2023-09-10
PH4058,C2641,P447,499.85,2023-10-16
PH4059,C837,P1212,993.63,2023-12-08
PH4060,C1227,P2496,445.75,2023-07-23
PH4061,C3116,P3399,625.86,2023-10-12
PH4062,C2907,P76,778.28,2023-04-26
PH4063,C3197,P2723,459.98,2023-02-17
PH4064,C4304,P2387,624.91,2023-05-24
PH4065,C860,P956,326.12,2023-06-13
PH4066,C4137,P3102,484.6,2023-11-30
PH4067,C3344,P2756,36.15,2023-06-03
PH4068,C3725,P1955,833.64,2023-07-28
PH4069,C1788,P1786,708.19,2023-04-11
PH4070,C2709,P1462,643.19,2023-11-01
PH4071,C2234,P3416,583.26,2023-11-26
PH4072,C168,P3150,5.3,2023-08-14
PH4073,C896,P1775,206.89,2023-04-29
PH4074,C839,P343,537.28,2023-02-19
PH4075,C4051,P2922,393.84,2023-01-09
PH4076,C1670,P49,388.65,2023-04-28
PH4077,C1847,P968,943.86,2023-03-30
PH4078,C2879,P975,689.91,2023-10-08
PH4079,C2161,P4249,770.67,2023-05-06
PH4080,C1599,P2612,257.24,2023-08-10
PH4081,C454,P2640,907.73,2023-07-30
PH4082,C3839,P1981,344.73,2023-08-17
PH4083,C2763,P3249,317.42,2023-08-24
PH4084,C3095,P2370,797.19,2023-11-18
PH4085,C1518,P2459,777.12,2023-08-04
PH4086,C3470,P1835,711.09,2023-01-29
PH4087,C3233,P2925,506.58,2023-07-02
PH4088,C669,P3589,333.62,2023-03-31
PH4089,C120,P825,294.47,2023-10-19
PH4090,C1545,P483,749.08,2023-07-10
PH4091,C4819,P1499,151.72,2023-07-06
PH4092,C3176,P4533,267.81,2023-09-19
PH4093,C3827,P3989,33.73,2023-09-14
PH4094,C3296,P1678,292.71,2023-11-03
PH4095,C2883,P3795,389.4,2023-10-15
PH4096,C3886,P2582,395.61,2023-04-03
PH4097,C1192,P4316,759.93,2023-10-04
PH4098,C1334,P3607,465.35,2023-07-26
PH4099,C873,P417,514.97,2023-10-06
PH4100,C1819,P993,579.02,2023-08-29
PH4101,C4268,P2478,926.99,2023-04-16
PH4102,C899,P4395,951.9,2023-09-26
PH4103,C3884,P1490,843.61,2023-10-04
PH4104,C193,P3266,756.31,2023-04-02
PH4105,C2205,P1143,121.45,2023-08-12
PH4106,C4131,P525,603.14,2023-11-18
PH4107,C205,P3995,319.88,2023-11-30
PH4108,C3888,P4892,55.06,2023-09-16
PH4109,C3854,P193,933.06,2023-05-31
PH4110,C1784,P1245,8.05,2023-12-28
PH4111,C2529,P93,165.11,2023-08-25
PH4112,C3760,P1463,170.83,2023-03-27
PH4113,C589,P4449,602.06,2023-06-10
PH4114,C1557,P4407,182.91,2023-08-25
PH4115,C796,P3187,764.88,2023-10-28
PH4116,C596,P2303,182.43,2023-02-27
PH4117,C2905,P2703,130.74,2023-07-07
PH4118,C678,P3476,419.61,2023-08-30
PH4119,C2140,P1027,192.11,2023-05-28
PH4120,C4846,P2511,240.3,2023-11-26
PH4121,C135,P3995,262.57,2023-06-26
PH4122,C1535,P1815,281.85,2023-04-11
PH4123,C419,P352,239.08,2023-07-04
PH4124,C1555,P3697,103.86,2023-09-26
PH4125,C3663,P3134,749.43,2023-08-06
PH4126,C1415,P2056,465.09,2023-09-16
PH4127,C4349,P3699,741.06,2023-10-01
PH4128,C579,P1604,90.46,2023-01-31
PH4129,C4618,P3436,260.26,2023-12-27
PH4130,C1937,P2986,409.73,2023-09-05
PH4131,C326,P2080,17.4,2023-02-14
PH4132,C2118,P563,313.6,2023-06-05
PH4133,C4166,P4186,719.05,2023-07-09
PH4134,C2472,P1205,367.69,2023-02-02
PH4135,C3419,P3726,425.68,2023-06-05
PH4136,C1283,P4791,856.62,2023-06-09
PH4137,C1314,P1640,418.41,2023-05-08
PH4138,C1781,P1521,33.85,2023-09-15
PH4139,C2261,P82,952.09,2023-12-25
PH4140,C3736,P2956,766.25,2023-07-14
PH4141,C1327,P1397,35.41,2023-09-02
PH4142,C2853,P2381,54.62,2023-05-27
PH4143,C3484,P3706,923.65,2023-12-30
PH4144,C4189,P3512,488.06,2023-07-02
PH4145,C1506,P4842,681.72,2023-03-05
PH4146,C1214,P3126,394.05,2023-11-09
PH4147,C1499,P2589,890.47,2023-11-24
PH4148,C1266,P4092,532.99,2023-11-02
PH4149,C3736,P4404,961.43,2023-03-12
PH4150,C1090,P3290,26.1,2023-07-31
PH4151,C2864,P2606,931.66,2023-05-03
PH4152,C3242,P86,405.54,2023-01-24
PH4153,C2366,P4594,695.65,2023-08-16
PH4154,C4930,P1874,583.51,2023-07-31
PH4155,C3549,P3649,700.61,2023-10-10
PH4156,C198,P2334,498.24,2023-12-27
PH4157,C1914,P1114,526.37,2023-02-25
PH4158,C3117,P2317,442.21,2023-04-17
PH4159,C1388,P4159,191.91,2023-06-20
PH4160,C347,P3040,840.27,2023-03-25
PH4161,C310,P1122,324.85,2023-09-25
PH4162,C3683,P1517,876.68,2023-02-18
PH4163,C684,P2498,376.85,2023-06-04
PH4164,C2227,P1513,804.24,2023-09-28
PH4165,C2644,P4972,146.71,2023-02-14
PH4166,C2631,P1192,74.63,2023-09-17
PH4167,C2611,P4647,801.7,2023-05-24
PH4168,C3020,P1714,92.75,2023-02-02
PH4169,C2170,P2162,206.48,2023-07-01
PH4170,C3994,P590,884.01,2023-06-30
PH4171,C3812,P374,316.97,2023-06-16
PH4172,C3658,P1491,822.47,2023-08-15
PH4173,C1514,P1468,537.73,2023-07-17
PH4174,C3050,P1082,391.65,2023-12-19
PH4175,C3690,P3276,383.49,2023-04-06
PH4176,C468,P3231,647.21,2023-01-31
PH4177,C1746,P4761,279.64,2023-07-11
PH4178,C83,P2813,943.56,2023-04-15
PH4179,C2447,P2912,752.47,2023-06-23
PH4180,C1829,P3610,118.22,2023-11-16
PH4181,C586,P3281,520.53,2023-02-21
PH4182,C4369,P3133,317.62,2023-06-11
PH4183,C1517,P2802,223.93,2023-07-16
PH4184,C1721,P2416,739.99,2023-06-18
PH4185,C2031,P2430,596.38,2023-09-10
PH4186,C3385,P3773,923.06,2023-07-27
PH4187,C2388,P1197,297.34,2023-10-27
PH4188,C1380,P763,122.36,2023-05-10
PH4189,C1788,P4251,285.97,2023-05-23
PH4190,C3755,P1552,7.05,2023-07-07
PH4191,C3314,P4828,149.01,2023-08-14
PH4192,C2645,P2063,113.82,2023-11-21
PH4193,C189,P2235,522.66,2023-02-23
PH4194,C431,P3074,465.41,2023-04-09
PH4195,C4160,P3254,15.69,2023-06-24
PH4196,C2417,P3991,564.67,2023-09-15
PH4197,C2953,P3615,999.93,2023-03-06
PH4198,C3299,P222,591.04,2023-01-21
PH4199,C499,P2566,752.11,2023-07-31
PH4200,C4035,P519,53.95,2023-02-08
PH4201,C2314,P3875,375.96,2023-05-17
PH4202,C3163,P885,860.18,2023-07-24
PH4203,C1837,P1619,647.28,2023-03-27
PH4204,C1972,P4251,971.76,2023-10-13
PH4205,C1797,P3035,491.46,2023-07-27
PH4206,C4580,P223,590.61,2023-07-29
PH4207,C4694,P3722,475.94,2023-11-12
PH4208,C1471,P573,120.61,2023-04-14
PH4209,C596,P3942,560.16,2023-06-06
PH4210,C1179,P205,848.9,2023-06-10
PH4211,C707,P1960,737.68,2023-04-14
PH4212,C995,P2027,61.09,2023-06-12
PH4213,C1597,P492,381.37,2023-03-17
PH4214,C630,P2207,77.96,2023-09-19
PH4215,C4636,P625,231.71,2023-09-15
PH4216,C2093,P1045,514.07,2023-02-07
PH4217,C1689,P1178,517.82,2023-10-16
PH4218,C948,P2338,57.91,2023-04-20
PH4219,C2202,P92,88.15,2023-10-16
PH4220,C4262,P1305,375.83,2023-03-29
PH4221,C1927,P3478,779.93,2023-09-20
PH4222,C1193,P3172,688.66,2023-06-15
PH4223,C3351,P1891,526.5,2023-09-21
PH4224,C4869,P232,376.44,2023-11-05
PH4225,C2791,P2081,150.85,2023-01-11
PH4226,C3812,P2585,318.01,2023-04-24
PH4227,C2554,P1505,643.56,2023-05-06
PH4228,C290,P2257,641.03,2023-04-05
PH4229,C2995,P814,723.65,2023-02-26
PH4230,C1320,P4854,790.73,2023-02-01
PH4231,C4204,P3317,517.66,2023-12-01
PH4232,C19,P2545,304.01,2023-12-15
PH4233,C4299,P496,930.02,2023-05-07
PH4234,C3001,P1202,765.31,2023-07-24
PH4235,C986,P3141,519.74,2023-07-22
PH4236,C3448,P4847,973.31,2023-03-15
PH4237,C3843,P1298,964.81,2023-01-23
PH4238,C1867,P4973,854.36,2023-01-01
PH4239,C351,P4469,662.78,2023-08-05
PH4240,C512,P4807,830.47,2023-07-04
PH4241,C1947,P845,515.32,2023-02-11
PH4242,C1150,P3646,881.81,2023-03-29
PH4243,C2870,P668,382.8,2023-12-18
PH4244,C465,P4357,134.79,2023-11-22
PH4245,C3353,P1731,54.35,2023-03-03
PH4246,C1811,P2082,750.82,2023-08-26
PH4247,C4548,P4909,202.42,2023-06-30
PH4248,C4103,P2008,530.88,2023-11-11
PH4249,C1156,P1100,676.66,2023-01-12
PH4250,C1485,P395,157.95,2023-12-11
PH4251,C2437,P3662,833.64,2023-07-02
PH4252,C1748,P1365,933.02,2023-01-12
PH4253,C2971,P2957,694.88,2023-02-24
PH4254,C4868,P960,45.09,2023-03-29
PH4255,C3797,P1017,152.58,2023-02-24
PH4256,C1768,P3749,910.41,2023-09-30
PH4257,C31,P4298,618.26,2023-11-07
PH4258,C561,P2051,18.66,2023-12-31
PH4259,C5,P3461,438.81,2023-09-04
PH4260,C2483,P1953,522.18,2023-03-01
PH4261,C4627,P619,88.91,2023-02-01
PH4262,C2087,P912,963.21,2023-11-09
PH4263,C2830,P2348,533.89,2023-10-28
PH4264,C3143,P3464,777.37,2023-03-27
PH4265,C1532,P1231,620.45,2023-01-05
PH4266,C3633,P1456,790.5,2023-09-13
PH4267,C246,P1070,228.77,2023-10-19
PH4268,C565,P910,830.95,2023-11-29
PH4269,C2275,P1924,757.12,2023-05-05
PH4270,C4339,P3408,519.09,2023-07-23
PH4271,C2001,P378,436.73,2023-04-14
PH4272,C119,P4027,713.88,2023-10-24
PH4273,C2065,P2878,409.51,2023-06-08
PH4274,C3101,P225,234.69,2023-06-11
PH4275,C3471,P510,185.23,2023-01-27
PH4276,C1301,P3774,424.04,2023-03-02
PH4277,C4854,P2770,84.98,2023-10-19
PH4278,C3313,P212,735.02,2023-03-09
PH4279,C4174,P3527,756.8,2023-12-26
PH4280,C73,P4152,66.34,2023-03-30
PH4281,C3351,P3601,662.22,2023-07-02
PH4282,C1960,P4202,168.76,2023-03-15
PH4283,C467,P903,101.24,2023-01-02
PH4284,C2497,P223,466.45,2023-09-08
PH4285,C791,P627,79.95,2023-08-17
PH4286,C1992,P2083,145.94,2023-08-19
PH4287,C145,P1498,293.18,2023-11-15
PH4288,C4881,P1896,218.09,2023-08-03
PH4289,C2025,P2935,222.56,2023-01-24
PH4290,C814,P4707,790.02,2023-10-04
PH4291,C334,P3962,920.5,2023-01-26
PH4292,C2688,P3300,361.33,2023-10-07
PH4293,C1104,P3061,946.08,2023-01-20
PH4294,C4450,P4728,773.84,2023-02-14
PH4295,C3184,P3364,473.72,2023-10-21
PH4296,C5,P1371,327.94,2023-03-24
PH4297,C1869,P1752,230.48,2023-05-19
PH4298,C3204,P529,228.44,2023-12-12
PH4299,C4498,P4963,484.77,2023-01-12
PH4300,C3077,P2241,374.04,2023-01-28
PH4301,C135,P2758,696.48,2023-03-08
PH4302,C3736,P3983,380.53,2023-06-22
PH4303,C4579,P148,673.12,2023-10-19
PH4304,C363,P1571,488.05,2023-09-11
PH4305,C2685,P1933,874.83,2023-10-25
PH4306,C2280,P2466,41.61,2023-04-27
PH4307,C2830,P2981,678.5,2023-06-12
PH4308,C905,P1657,82.75,2023-08-24
PH4309,C2717,P3155,672.18,2023-02-17
PH4310,C4860,P3196,927.57,2023-12-03
PH4311,C2001,P1299,111.27,2023-02-26
PH4312,C1516,P691,99.26,2023-08-08
PH4313,C3126,P1756,556.72,2023-09-23
PH4314,C3730,P553,394.68,2023-05-24
PH4315,C296,P128,36.28,2023-09-18
PH4316,C2422,P2301,816.92,2023-08-16
PH4317,C2093,P4324,811.7,2023-08-12
PH4318,C4016,P989,667.4,2023-02-18
PH4319,C3226,P3483,448.31,2023-08-29
PH4320,C688,P635,953.25,2023-07-14
PH4321,C720,P2096,654.39,2023-07-09
PH4322,C4651,P1489,520.11,2023-05-28
PH4323,C1349,P3482,224.86,2023-07-22
PH4324,C3876,P380,67.3,2023-11-03
PH4325,C2337,P2639,812.14,2023-03-11
PH4326,C4822,P540,717.62,2023-02-23
PH4327,C2919,P2585,488.58,2023-05-27
PH4328,C1993,P770,454.33,2023-01-26
PH4329,C3030,P4431,414.52,2023-03-29
PH4330,C4657,P3968,323.0,2023-08-13
PH4331,C2643,P1082,52.34,2023-08-14
PH4332,C4463,P4180,120.85,2023-03-02
PH4333,C2566,P4024,271.11,2023-11-17
PH4334,C3436,P4157,689.13,2023-10-15
PH4335,C1892,P2809,996.85,2023-05-22
PH4336,C3355,P2809,171.56,2023-11-03
PH4337,C2918,P4872,409.29,2023-12-29
PH4338,C718,P2651,302.31,2023-05-15
PH4339,C58,P2702,490.05,2023-02-17
PH4340,C4207,P2986,5.73,2023-07-28
PH4341,C3721,P2832,657.11,2023-01-07
PH4342,C2861,P380,176.35,2023-02-09
PH4343,C7,P1636,679.91,2023-02-18
PH4344,C491,P3113,414.04,2023-01-28
PH4345,C4720,P1753,713.73,2023-05-03
PH4346,C3016,P3729,930.85,2023-05-01
PH4347,C1891,P2329,490.39,2023-04-10
PH4348,C4451,P3768,391.29,2023-09-25
PH4349,C3971,P3212,529.41,2023-07-08
PH4350,C1450,P940,460.15,2023-07-03
PH4351,C141,P392,83.47,2023-05-12
PH4352,C7,P4833,164.03,2023-10-20
